0.000673133,0.00105897,0.00148632,0.00199037,0.00286198,0.00536617,0.0101662,
0.00634239,0.00678903,0.00738299,0.00828801,0.00948226,0.0112159,-nan,
0.0144867,0.0151293,0.0157375,0.0167079,0.0182533,0.02054,0.0236309,
0.0243713,0.0250081,0.0258771,0.0268693,0.028581,0.0307981,0.0350726,
0.0363683,0.0374806,0.0390848,0.04083,0.0425934,0.0459019,0.0515407,
